,Contact_ID,Source_Folder,Explicit_Competitor_Mention,Implied_Competitor_Mention,Explicit_Switching_Intent,Implied_Switching_Intent,Competitor_Names_Listed,Mentioned_Alcumus_Competitors
2229,539237459695,23_09_2024,No,No,No,No,COMP_NO,No
2230,539237459711,23_09_2024,No,No,No,No,COMP_NO,No
2231,539237465967,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2232,539237471859,23_09_2024,No,No,No,No,COMP_NO,No
2233,539237479269,23_09_2024,No,No,No,No,COMP_NO,No
2234,539237487309,23_09_2024,Yes,Yes,No,Yes,COMP_CH,Yes
2235,539237488046,23_09_2024,No,No,No,No,COMP_NO,No
2236,539237490098,23_09_2024,No,No,No,No,COMP_NO,No
2237,539237490314,23_09_2024,No,No,No,No,COMP_NO,No
2238,539237505409,23_09_2024,No,Yes,No,No,COMP_CO,Yes
2239,539237505441,23_09_2024,No,No,No,No,COMP_NO,No
2240,539237506859,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2241,539237509286,23_09_2024,No,No,No,No,COMP_NO,No
2242,539237513441,23_09_2024,No,No,No,No,COMP_NO,No
2243,539237514072,23_09_2024,Yes,Yes,No,Yes,COMP_AL,Yes
2244,539237518793,23_09_2024,No,No,No,No,COMP_NO,No
2245,539237521902,23_09_2024,No,No,No,No,COMP_NO,No
2246,539237522467,23_09_2024,No,No,No,No,COMP_NO,No
2247,539237524179,23_09_2024,No,No,No,No,COMP_NO,No
2248,539237535275,23_09_2024,Yes,No,No,No,COMP_NO,Yes
2249,539383551369,23_09_2024,No,No,No,No,COMP_NO,No
2250,539383554584,23_09_2024,No,No,No,No,COMP_NO,No
2251,539383554764,23_09_2024,No,No,No,No,COMP_NO,No
2252,539383566660,23_09_2024,No,No,No,No,COMP_NO,No
2253,539383578872,23_09_2024,No,No,No,No,COMP_NO,No
2254,539383580919,23_09_2024,No,No,No,No,COMP_NO,No
2255,539383587045,23_09_2024,No,No,No,No,COMP_NO,No
2256,539383593538,23_09_2024,No,No,No,No,COMP_NO,No
2257,539383594097,23_09_2024,No,No,No,No,COMP_NO,No
2258,539383603854,23_09_2024,No,No,No,No,COMP_NO,No
2259,539383603963,23_09_2024,No,No,No,No,COMP_NO,No
2260,539383615202,23_09_2024,No,No,No,No,COMP_NO,No
2261,539383627208,23_09_2024,No,No,No,No,COMP_NO,No
2262,539383629362,23_09_2024,No,No,No,No,COMP_NO,No
2263,539383633384,23_09_2024,Yes,No,No,No,COMP_NO,Yes
2264,539383634224,23_09_2024,No,No,No,No,COMP_NO,No
2265,539383639042,23_09_2024,No,No,No,No,COMP_NO,No
2266,539383639516,23_09_2024,No,No,No,No,COMP_NO,No
2267,539383641758,23_09_2024,No,No,No,No,COMP_NO,No
2268,539383642410,23_09_2024,No,No,No,No,COMP_NO,No
2269,539383644779,23_09_2024,No,No,No,No,COMP_NO,No
2270,539383650746,23_09_2024,No,No,No,No,COMP_NO,No
2271,539383655874,23_09_2024,No,No,No,No,COMP_NO,No
2272,539383666865,23_09_2024,No,No,No,No,COMP_NO,No
2273,539383670100,23_09_2024,No,No,No,No,COMP_NO,No
2274,539383680904,23_09_2024,No,No,No,No,COMP_NO,No
2275,539383681030,23_09_2024,No,No,No,No,COMP_NO,No
2276,539383681541,23_09_2024,No,No,No,No,COMP_NO,No
2277,539383687249,23_09_2024,No,No,No,No,COMP_NO,No
2278,539383705193,23_09_2024,No,No,No,No,COMP_NO,No
2279,539383706560,23_09_2024,No,No,No,No,COMP_NO,No
2280,539383713741,23_09_2024,No,No,No,No,COMP_NO,No
2281,539383716536,23_09_2024,No,No,No,No,COMP_NO,No
2282,539383718549,23_09_2024,No,No,No,No,COMP_NO,No
2283,539383727454,23_09_2024,No,No,No,No,COMP_NO,No
2284,539383735107,23_09_2024,No,No,No,No,COMP_NO,No
2285,539383745789,23_09_2024,No,No,No,No,COMP_NO,No
2286,539383746339,23_09_2024,Yes,Yes,No,Yes,COMP_AC,Yes
2287,539383760447,23_09_2024,No,No,No,No,COMP_NO,No
2288,539383762470,23_09_2024,No,No,No,No,COMP_NO,No
2289,539383766483,23_09_2024,No,No,No,No,COMP_NO,No
2290,539383766804,23_09_2024,No,No,No,No,COMP_NO,No
2291,539383784196,23_09_2024,No,No,No,No,COMP_NO,No
2292,539383787292,23_09_2024,No,No,No,No,COMP_NO,No
2293,539383787351,23_09_2024,No,Yes,No,No,COMP_NO,No
2294,539383788714,23_09_2024,No,No,No,No,COMP_NO,No
2295,539383795216,23_09_2024,No,No,No,No,COMP_NO,No
2296,539383805785,23_09_2024,No,No,No,No,COMP_NO,No
2297,539383806168,23_09_2024,No,No,No,No,COMP_NO,No
2298,539383807353,23_09_2024,No,No,No,No,COMP_NO,No
2299,539383812614,23_09_2024,No,No,No,No,COMP_NO,No
2300,539383813566,23_09_2024,No,No,No,No,COMP_NO,No
2301,539383816342,23_09_2024,No,No,No,No,COMP_NO,No
2302,539383819403,23_09_2024,No,No,No,No,COMP_NO,No
2303,539383824592,23_09_2024,No,No,No,No,COMP_NO,No
2304,539383831668,23_09_2024,Yes,No,No,No,COMP_NO,Yes
2305,539383832044,23_09_2024,No,No,No,No,COMP_NO,No
2306,539383835270,23_09_2024,No,No,No,Yes,COMP_NO,No
2307,539383838345,23_09_2024,No,No,No,No,COMP_NO,No
2308,539383843872,23_09_2024,No,No,No,No,COMP_NO,No
2309,539383854348,23_09_2024,No,No,No,No,COMP_NO,No
2310,539383857006,23_09_2024,No,No,No,No,COMP_NO,No
2311,539383866972,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2312,539383867436,23_09_2024,No,No,No,No,COMP_NO,No
2313,539383872397,23_09_2024,No,Yes,No,No,COMP_HS,Yes
2314,539383881032,23_09_2024,No,No,No,No,COMP_NO,No
2315,539383884111,23_09_2024,No,No,No,No,COMP_NO,No
2316,539383889666,23_09_2024,No,No,No,No,COMP_NO,No
2317,539383889971,23_09_2024,No,No,No,No,COMP_NO,No
2318,539383890818,23_09_2024,No,No,No,No,COMP_NO,No
2319,539383903883,23_09_2024,No,No,No,No,COMP_NO,No
2320,539383905613,23_09_2024,No,No,No,No,COMP_NO,No
2321,539383909609,23_09_2024,No,No,No,No,COMP_NO,No
2322,539383910415,23_09_2024,No,No,No,No,COMP_NO,No
2323,539383913022,23_09_2024,No,No,No,No,COMP_NO,No
2324,539383927231,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2325,539383927308,23_09_2024,No,No,No,No,COMP_NO,No
2326,539383931109,23_09_2024,No,No,No,No,COMP_NO,No
2327,539383940638,23_09_2024,No,No,No,No,COMP_NO,No
2328,539383949236,23_09_2024,No,No,No,No,COMP_NO,No
2329,539383968442,23_09_2024,No,No,No,No,COMP_NO,No
2330,539383975793,23_09_2024,No,No,No,No,COMP_NO,No
2331,539383976029,23_09_2024,No,No,No,No,COMP_NO,No
2332,539383984414,23_09_2024,No,No,No,No,COMP_NO,No
2333,539383991044,23_09_2024,No,No,No,No,COMP_NO,No
2334,539384000819,23_09_2024,No,No,No,No,COMP_NO,No
2335,539384017920,23_09_2024,No,No,No,No,COMP_NO,No
2336,538483938178,10_09_2024,No,No,No,No,COMP_NO,No
2337,538681738446,11_09_2024,No,No,No,No,COMP_NO,No
2338,538681740112,11_09_2024,No,No,No,No,COMP_NO,No
2339,538682526926,12_09_2024,No,No,No,No,COMP_NO,No
2340,538682527698,12_09_2024,No,No,No,No,COMP_NO,No
2341,538682528101,12_09_2024,No,Yes,No,No,COMP_CH,Yes
2342,538682534350,12_09_2024,No,No,No,No,COMP_NO,No
2343,539050446614,19_09_2024,No,Yes,No,Yes,COMP_NO,No
2344,539050448467,19_09_2024,No,No,No,No,COMP_NO,No
2345,539050450875,19_09_2024,No,No,No,No,COMP_NO,No
2346,539050451328,19_09_2024,No,No,No,No,COMP_NO,No
2347,539236076845,20_09_2024,No,No,No,No,COMP_NO,No
2348,539236259245,20_09_2024,No,Yes,No,Yes,COMP_CH,Yes
2349,539236456682,20_09_2024,No,Yes,No,Yes,COMP_CO,Yes
2350,539237319300,23_09_2024,No,No,No,No,COMP_NO,No
2351,539237472199,23_09_2024,No,No,No,No,COMP_NO,No
2352,539237538186,23_09_2024,No,Yes,No,No,COMP_AC,Yes
2353,539383568288,23_09_2024,Yes,Yes,No,No,COMP_CH,Yes
2354,539383569401,23_09_2024,No,No,No,No,COMP_NO,No
2355,539383574103,23_09_2024,No,No,No,No,COMP_NO,No
2356,539383598678,23_09_2024,No,Yes,No,No,COMP_NO,No
2357,539383602118,23_09_2024,No,No,No,No,COMP_NO,No
2358,539383605457,23_09_2024,No,No,No,No,COMP_NO,No
2359,539383607174,23_09_2024,No,No,No,No,COMP_NO,No
2360,539383608288,23_09_2024,No,No,No,No,COMP_NO,No
2361,539383677439,23_09_2024,No,No,No,No,COMP_NO,No
2362,539383693342,23_09_2024,No,No,No,No,COMP_NO,No
2363,539383718251,23_09_2024,No,No,No,No,COMP_NO,No
2364,539383722379,23_09_2024,No,No,No,No,COMP_NO,No
2365,539383729676,23_09_2024,No,No,No,No,COMP_NO,No
2366,539383732999,23_09_2024,No,No,No,No,COMP_NO,No
2367,539383734638,23_09_2024,No,No,No,No,COMP_NO,No
2368,539383738066,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2369,539383739406,23_09_2024,No,No,No,No,COMP_NO,No
2370,539383741687,23_09_2024,No,No,No,No,COMP_NO,No
2371,539383748231,23_09_2024,No,No,No,No,COMP_NO,No
2372,539383753106,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2373,539383796769,23_09_2024,No,Yes,No,Yes,COMP_PE,Yes
2374,539383810795,23_09_2024,No,No,No,Yes,COMP_NO,No
2375,539383814547,23_09_2024,Yes,Yes,No,Yes,COMP_CH,Yes
2376,539383815581,23_09_2024,No,No,No,No,COMP_NO,No
2377,539383815682,23_09_2024,No,No,No,No,COMP_NO,No
2378,539383842584,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2379,539383842747,23_09_2024,No,No,No,No,COMP_NO,No
2380,539383843751,23_09_2024,No,No,No,No,COMP_NO,No
2381,539383844713,23_09_2024,No,No,No,No,COMP_NO,No
2382,539383856723,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2383,539383856744,23_09_2024,No,No,No,No,COMP_NO,No
2384,539383869220,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2385,539383872383,23_09_2024,No,No,No,No,COMP_NO,No
2386,539383873909,23_09_2024,No,Yes,No,Yes,COMP_CO,Yes
2387,539383875007,23_09_2024,No,No,No,No,COMP_NO,No
2388,539383876088,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2389,539383877456,23_09_2024,No,No,No,No,COMP_NO,No
2390,539383899525,23_09_2024,No,No,No,No,COMP_NO,No
2391,539383899691,23_09_2024,No,No,No,No,COMP_NO,No
2392,539383927381,23_09_2024,No,No,No,No,COMP_NO,No
2393,539383937252,23_09_2024,No,No,No,No,COMP_NO,No
2394,539383939275,23_09_2024,No,No,No,No,COMP_NO,No
2395,539383953109,23_09_2024,No,Yes,No,Yes,COMP_CO,Yes
2396,539383957832,23_09_2024,No,No,No,No,COMP_QA,Yes
2397,539383965852,23_09_2024,No,No,No,No,COMP_NO,No
2398,539383969224,23_09_2024,No,No,No,No,COMP_NO,No
2399,539383970359,23_09_2024,No,Yes,No,No,COMP_NO,No
2400,539383987270,23_09_2024,No,No,No,No,COMP_NO,No
2401,539383991039,23_09_2024,No,No,No,No,COMP_NO,No
2402,539383991266,23_09_2024,No,No,No,No,COMP_NO,No
2403,539383991368,23_09_2024,No,No,No,No,COMP_NO,No
2404,539383992779,23_09_2024,No,No,No,No,COMP_NO,No
2405,539383996922,23_09_2024,No,No,No,No,COMP_NO,No
2406,539384003604,23_09_2024,No,No,No,No,COMP_NO,No
2407,539384005655,23_09_2024,No,Yes,No,No,COMP_NO,No
2408,539384013514,23_09_2024,No,No,No,No,COMP_NO,No
2409,539384021182,23_09_2024,No,No,No,No,COMP_NO,No
2410,539384025481,23_09_2024,Yes,No,No,No,COMP_NO,Yes
2411,539384028576,23_09_2024,No,No,No,No,COMP_NO,No
2412,539384032720,23_09_2024,No,No,No,No,COMP_NO,No
2413,539384032867,23_09_2024,No,No,No,No,COMP_NO,No
2414,539384035625,23_09_2024,No,No,No,No,COMP_NO,No
2415,539384038002,23_09_2024,No,No,No,No,COMP_NO,No
2416,539384053604,23_09_2024,No,No,No,No,COMP_NO,No
2417,539384055371,23_09_2024,No,No,No,No,COMP_NO,No
2418,539384057740,23_09_2024,No,No,No,No,COMP_NO,No
2419,539384059706,23_09_2024,No,No,No,No,COMP_NO,No
2420,539384064656,23_09_2024,No,No,No,No,COMP_NO,No
2421,539384070618,23_09_2024,No,No,No,No,COMP_NO,No
2422,539384073972,23_09_2024,No,No,No,No,COMP_NO,No
2423,539384076661,23_09_2024,No,No,No,No,COMP_NO,No
2424,539384080305,23_09_2024,No,No,No,No,COMP_NO,No
2425,539384080765,23_09_2024,No,No,No,No,COMP_NO,No
2426,539384081705,23_09_2024,No,No,No,No,COMP_NO,No
2427,539384082077,23_09_2024,No,No,No,No,COMP_NO,No
2428,539384087680,23_09_2024,No,No,No,No,COMP_NO,No
2429,539384098823,23_09_2024,No,No,No,No,COMP_NO,No
2430,539384262582,24_09_2024,No,No,No,No,COMP_NO,No
2431,539384267742,24_09_2024,No,No,No,No,COMP_NO,No
2432,539384273087,24_09_2024,No,No,No,No,COMP_NO,No
2433,539384288542,24_09_2024,No,No,No,No,COMP_NO,No
2434,539384289900,24_09_2024,No,No,No,No,COMP_NO,No
2435,539384295452,24_09_2024,No,No,No,No,COMP_NO,No
2436,539384301330,24_09_2024,No,No,No,No,COMP_NO,No
2437,539384318271,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2438,539384318849,24_09_2024,No,No,No,No,COMP_NO,No
2439,539384321507,24_09_2024,No,No,No,No,COMP_NO,No
2440,539384322305,24_09_2024,No,No,No,No,COMP_NO,No
2441,539384325988,24_09_2024,No,No,No,No,COMP_NO,No
2442,539384326274,24_09_2024,No,No,No,No,COMP_NO,No
2443,539384330460,24_09_2024,No,No,No,No,COMP_NO,No
2444,539384330926,24_09_2024,No,No,No,No,COMP_NO,No
2445,539384330980,24_09_2024,No,No,No,No,COMP_NO,No
2446,539384331395,24_09_2024,No,No,No,No,COMP_NO,No
2447,539384334441,24_09_2024,No,No,No,No,COMP_NO,No
2448,539384338350,24_09_2024,No,No,No,No,COMP_NO,No
2449,539384339876,24_09_2024,No,No,No,No,COMP_NO,No
2450,539384339926,24_09_2024,No,No,No,No,COMP_NO,No
2451,539384342935,24_09_2024,No,No,No,No,COMP_NO,No
2452,539384344608,24_09_2024,No,No,No,No,COMP_NO,No
2453,539384347080,24_09_2024,No,No,No,No,COMP_NO,No
2454,539384347342,24_09_2024,No,No,No,No,COMP_NO,No
2455,539384348491,24_09_2024,No,No,No,No,COMP_NO,No
2456,539384353827,24_09_2024,No,No,No,No,COMP_NO,No
2457,539384354380,24_09_2024,No,No,No,No,COMP_NO,No
2458,539384356177,24_09_2024,No,No,No,No,COMP_NO,No
2459,539384361314,24_09_2024,No,No,No,No,COMP_NO,No
2460,539384363861,24_09_2024,No,No,No,No,COMP_NO,No
2461,539384364382,24_09_2024,No,No,No,No,COMP_NO,No
2462,539384365491,24_09_2024,No,No,No,No,COMP_NO,No
2463,539384368021,24_09_2024,No,No,No,No,COMP_NO,No
2464,539384375292,24_09_2024,No,No,No,No,COMP_NO,No
2465,539384380025,24_09_2024,No,No,No,No,COMP_NO,No
2466,539384380256,24_09_2024,No,No,No,No,COMP_NO,No
2467,539384382394,24_09_2024,No,No,No,No,COMP_NO,No
2468,539384385617,24_09_2024,No,No,No,No,COMP_NO,No
2469,539384388360,24_09_2024,No,No,No,No,COMP_NO,No
2470,539384391700,24_09_2024,No,No,No,No,COMP_NO,No
2471,539384395455,24_09_2024,No,No,No,No,COMP_NO,No
2472,539384398308,24_09_2024,Yes,No,No,No,COMP_NO,Yes
2473,539384399633,24_09_2024,No,No,No,No,COMP_NO,No
2474,539384400125,24_09_2024,No,No,No,No,COMP_NO,No
2475,539384402879,24_09_2024,No,No,No,No,COMP_NO,No
2476,539384410652,24_09_2024,No,No,No,No,COMP_NO,No
2477,539384414243,24_09_2024,No,No,No,No,COMP_NO,No
2478,539384415400,24_09_2024,No,No,No,No,COMP_NO,No
2479,539384418944,24_09_2024,No,No,No,No,COMP_NO,No
2480,539384421744,24_09_2024,No,No,No,No,COMP_NO,No
2481,539384424394,24_09_2024,No,No,No,No,COMP_NO,No
2482,539384426631,24_09_2024,No,Yes,No,No,COMP_CH,Yes
2483,539384430050,24_09_2024,No,Yes,No,No,COMP_NO,No
2484,539384431646,24_09_2024,No,No,No,No,COMP_NO,No
2485,539384433447,24_09_2024,No,Yes,No,No,COMP_NO,No
2486,539384434558,24_09_2024,No,No,No,No,COMP_NO,No
2487,539384438521,24_09_2024,No,No,No,No,COMP_NO,No
2488,539384443274,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2489,539384444502,24_09_2024,No,No,No,No,COMP_NO,No
2490,539384446049,24_09_2024,No,No,No,No,COMP_NO,No
2491,539384447434,24_09_2024,No,No,No,No,COMP_NO,No
2492,539384448322,24_09_2024,No,No,No,No,COMP_NO,No
2493,539384451301,24_09_2024,No,No,No,No,COMP_NO,No
2494,539384454427,24_09_2024,No,No,No,No,COMP_NO,No
2495,539384455009,24_09_2024,No,No,No,No,COMP_NO,No
2496,539384462272,24_09_2024,No,No,No,No,COMP_NO,No
2497,539384483735,24_09_2024,No,No,No,No,COMP_NO,No
2498,539384484191,24_09_2024,No,No,No,No,COMP_NO,No
2499,539384490641,24_09_2024,No,No,No,No,COMP_NO,No
2500,539384499933,24_09_2024,No,No,No,No,COMP_NO,No
2501,539384502409,24_09_2024,No,No,No,No,COMP_NO,No
2502,539384517162,24_09_2024,No,No,No,No,COMP_NO,No
2503,539384517498,24_09_2024,No,No,No,No,COMP_NO,No
2504,539384517830,24_09_2024,No,No,No,No,COMP_NO,No
2505,539384524195,24_09_2024,No,No,No,No,COMP_NO,No
2506,539384524548,24_09_2024,No,No,No,No,COMP_NO,No
2507,539384525565,24_09_2024,No,No,No,No,COMP_NO,No
2508,539384526660,24_09_2024,No,No,No,No,COMP_NO,No
2509,539384526744,24_09_2024,No,No,No,No,COMP_NO,No
2510,539384534426,24_09_2024,No,No,No,No,COMP_NO,No
2511,539384536121,24_09_2024,No,No,No,No,COMP_NO,No
2512,539384537017,24_09_2024,No,No,No,No,COMP_NO,No
2513,539384541979,24_09_2024,No,No,No,No,COMP_NO,No
2514,539384543271,24_09_2024,No,No,No,No,COMP_NO,No
2515,539384546814,24_09_2024,No,No,No,No,COMP_NO,No
2516,539384551318,24_09_2024,No,No,No,No,COMP_NO,No
2517,539384551951,24_09_2024,No,No,No,No,COMP_NO,No
2518,539384555253,24_09_2024,No,No,No,No,COMP_NO,No
2519,539384555397,24_09_2024,No,No,No,No,COMP_NO,No
2520,539384556987,24_09_2024,No,No,No,No,COMP_NO,No
2521,539384561536,24_09_2024,No,No,No,No,COMP_NO,No
2522,539384564039,24_09_2024,No,No,No,No,COMP_NO,No
2523,539384564757,24_09_2024,No,No,No,No,COMP_NO,No
2524,539384571501,24_09_2024,No,No,No,No,COMP_NO,No
2525,539384582748,24_09_2024,No,No,No,No,COMP_NO,No
2526,539384591163,24_09_2024,No,No,No,No,COMP_NO,No
2527,539384594883,24_09_2024,No,No,No,No,COMP_NO,No
2528,539384610644,24_09_2024,No,No,No,No,COMP_NO,No
2529,539384614549,24_09_2024,No,No,No,No,COMP_NO,No
2530,539384614933,24_09_2024,No,No,No,No,COMP_NO,No
2531,539384643715,24_09_2024,No,No,No,No,COMP_NO,No
2532,539384653186,24_09_2024,No,No,No,No,COMP_NO,No
2533,539384653284,24_09_2024,No,No,No,No,COMP_NO,No
2534,539384677975,24_09_2024,No,No,No,No,COMP_NO,No
2535,539384690874,24_09_2024,No,No,No,No,COMP_NO,No
2536,539384692358,24_09_2024,No,No,No,No,COMP_NO,No
2537,539384697730,24_09_2024,No,No,No,No,COMP_NO,No
2538,539384700243,24_09_2024,No,No,No,No,COMP_NO,No
2539,538483286912,09_09_2024,No,No,No,No,COMP_NO,No
2540,538483292662,09_09_2024,No,No,No,No,COMP_NO,No
2541,538484425936,10_09_2024,No,No,No,No,COMP_NO,No
2542,538682122916,11_09_2024,No,No,No,No,COMP_NO,No
2543,538682123455,11_09_2024,No,No,No,No,COMP_NO,No
2544,538682143975,11_09_2024,No,No,No,No,COMP_NO,No
2545,538682144278,11_09_2024,No,No,No,No,COMP_NO,No
2546,538682154763,11_09_2024,No,No,No,No,COMP_NO,No
2547,538682202734,11_09_2024,No,No,No,No,COMP_NO,No
2548,538682453143,12_09_2024,No,Yes,No,Yes,COMP_NO,No
2549,538682464609,12_09_2024,No,No,No,No,COMP_NO,No
2550,538682506296,12_09_2024,No,Yes,No,No,COMP_SM,Yes
2551,538682563940,12_09_2024,No,Yes,No,Yes,COMP_NO,No
2552,538682568389,12_09_2024,No,No,No,No,COMP_NO,No
2553,538682629684,12_09_2024,No,No,No,No,COMP_NO,No
2554,538682663765,12_09_2024,No,No,No,No,COMP_NO,No
2555,538682665342,12_09_2024,No,No,No,No,COMP_NO,No
2556,538682722534,12_09_2024,No,Yes,No,No,COMP_CH,Yes
2557,538682768150,12_09_2024,No,No,No,No,COMP_NO,No
2558,538682799269,12_09_2024,No,No,No,No,COMP_NO,No
2559,538682843676,12_09_2024,No,No,No,No,COMP_NO,No
2560,538682848023,12_09_2024,No,No,No,No,COMP_NO,No
2561,538682894475,12_09_2024,No,No,No,No,COMP_NO,No
2562,538682944176,12_09_2024,No,Yes,No,Yes,COMP_CO,Yes
2563,538683015718,12_09_2024,No,No,No,No,COMP_NO,No
2564,538683021883,12_09_2024,No,No,No,No,COMP_NO,No
2565,538683022675,12_09_2024,No,No,No,No,COMP_NO,No
2566,538683065627,12_09_2024,No,No,No,No,COMP_NO,Yes
2567,538683276811,13_09_2024,No,No,No,No,COMP_NO,No
2568,538683419727,13_09_2024,No,No,No,No,COMP_NO,No
2569,538683462301,13_09_2024,No,Yes,No,Yes,COMP_NO,Yes
2570,538683465475,13_09_2024,No,No,No,No,COMP_NO,No
2571,538683483829,13_09_2024,No,No,No,No,COMP_NO,No
2572,538683485616,13_09_2024,No,No,No,No,COMP_NO,No
2573,538683492850,13_09_2024,No,No,No,No,COMP_NO,No
2574,538683522095,13_09_2024,No,No,No,No,COMP_NO,No
2575,538861617244,13_09_2024,No,No,No,No,COMP_NO,No
2576,538861744614,13_09_2024,No,No,No,No,COMP_NO,No
2577,538861807116,13_09_2024,No,No,No,No,COMP_NO,No
2578,538862647000,16_09_2024,No,No,No,No,COMP_NO,No
2579,538862723180,16_09_2024,Yes,No,No,No,COMP_NO,Yes
2580,538862758378,16_09_2024,No,No,No,No,COMP_NO,No
2581,538862761235,16_09_2024,No,No,No,No,COMP_NO,No
2582,538862762944,16_09_2024,No,No,No,No,COMP_NO,No
2583,538862955182,16_09_2024,No,No,No,No,COMP_NO,No
2584,538863010581,16_09_2024,No,No,No,No,COMP_NO,No
2585,538863086633,16_09_2024,No,No,No,No,COMP_NO,No
2586,538863132196,16_09_2024,No,No,No,No,COMP_NO,No
2587,538863164478,16_09_2024,No,No,No,No,COMP_NO,No
2588,538863245648,16_09_2024,No,Yes,No,No,COMP_NO,No
2589,538863300271,16_09_2024,No,No,No,No,COMP_NO,No
2590,538863303581,16_09_2024,No,No,No,No,COMP_NO,No
2591,538863304458,16_09_2024,No,No,No,No,COMP_NO,No
2592,538863341615,16_09_2024,No,No,No,No,COMP_NO,No
2593,539383935399,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2594,539384041279,23_09_2024,No,Yes,No,Yes,COMP_CH,Yes
2595,539384044997,23_09_2024,No,Yes,No,Yes,COMP_NO,No
2596,539384045781,23_09_2024,No,No,No,No,COMP_NO,No
2597,539384323441,24_09_2024,No,Yes,No,No,COMP_CO,Yes
2598,539384375795,24_09_2024,No,No,No,No,COMP_NO,No
2599,539384383402,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2600,539384419798,24_09_2024,No,No,No,No,COMP_SC,Yes
2601,539384421518,24_09_2024,No,No,No,No,COMP_NO,No
2602,539384430546,24_09_2024,No,No,No,No,COMP_NO,No
2603,539384441450,24_09_2024,No,No,No,No,COMP_NO,No
2604,539384447509,24_09_2024,No,No,No,No,COMP_NO,No
2605,539384450631,24_09_2024,No,No,No,No,COMP_NO,No
2606,539384455476,24_09_2024,No,No,No,No,COMP_NO,No
2607,539384456351,24_09_2024,No,Yes,No,Yes,COMP_PE,Yes
2608,539384463803,24_09_2024,No,No,No,No,COMP_NO,No
2609,539384464457,24_09_2024,No,No,No,No,COMP_NO,No
2610,539384464628,24_09_2024,No,No,No,No,COMP_NO,No
2611,539384471654,24_09_2024,No,No,No,No,COMP_NO,No
2612,539384473393,24_09_2024,No,Yes,No,No,COMP_CH,Yes
2613,539384477095,24_09_2024,No,No,No,No,COMP_NO,No
2614,539384485031,24_09_2024,No,No,No,No,COMP_NO,No
2615,539384490261,24_09_2024,No,No,No,No,COMP_NO,No
2616,539384490307,24_09_2024,No,Yes,No,No,COMP_NO,No
2617,539384491403,24_09_2024,Yes,Yes,No,No,COMP_SM,Yes
2618,539384506007,24_09_2024,No,No,No,No,COMP_NO,No
2619,539384507968,24_09_2024,No,No,No,No,COMP_NO,No
2620,539384527365,24_09_2024,No,Yes,No,No,COMP_CH,Yes
2621,539384527670,24_09_2024,No,No,No,No,COMP_NO,No
2622,539384543582,24_09_2024,No,No,No,No,COMP_NO,No
2623,539384545006,24_09_2024,No,No,No,No,COMP_NO,No
2624,539384546853,24_09_2024,No,No,No,No,COMP_NO,No
2625,539384550940,24_09_2024,No,No,No,No,COMP_NO,No
2626,539384556504,24_09_2024,No,No,No,No,COMP_NO,No
2627,539384561753,24_09_2024,No,No,No,No,COMP_NO,No
2628,539384568749,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2629,539384573669,24_09_2024,No,Yes,No,Yes,COMP_FS,Yes
2630,539384574985,24_09_2024,No,No,No,No,COMP_NO,No
2631,539384575895,24_09_2024,No,No,No,No,COMP_NO,No
2632,539384579829,24_09_2024,No,No,No,No,COMP_NO,No
2633,539384590722,24_09_2024,No,No,No,No,COMP_NO,No
2634,539384597778,24_09_2024,No,No,No,No,COMP_NO,No
2635,539384598132,24_09_2024,No,No,No,No,COMP_NO,No
2636,539384614166,24_09_2024,No,No,No,No,COMP_NO,No
2637,539384615361,24_09_2024,No,No,No,No,COMP_NO,No
2638,539384615603,24_09_2024,No,No,No,No,COMP_NO,No
2639,539384616945,24_09_2024,No,No,No,No,COMP_NO,No
2640,539384617436,24_09_2024,No,No,No,No,COMP_NO,No
2641,539384618028,24_09_2024,No,No,No,No,COMP_NO,No
2642,539384620525,24_09_2024,No,Yes,No,Yes,COMP_CH,Yes
2643,539384625614,24_09_2024,No,No,No,No,COMP_NO,No
2644,539384630702,24_09_2024,No,No,No,No,COMP_NO,No
2645,539384631518,24_09_2024,No,No,No,No,COMP_NO,No
2646,539384633997,24_09_2024,No,No,No,No,COMP_NO,No
2647,539384634261,24_09_2024,No,No,No,No,COMP_NO,No
2648,539384634981,24_09_2024,No,Yes,No,Yes,COMP_CH,Yes
2649,539384638306,24_09_2024,No,No,No,No,COMP_NO,No
2650,539384639043,24_09_2024,No,No,No,Yes,COMP_NO,No
2651,539384644623,24_09_2024,No,No,No,No,COMP_NO,No
2652,539384645382,24_09_2024,No,No,No,No,COMP_NO,No
2653,539384646526,24_09_2024,No,No,No,No,COMP_NO,No
